Unnamed: 0,bmi,gender,is_training,name,split
380,45.1891891892,Male,1,img_380.bmp,val
381,38.1283783784,Male,1,img_381.bmp,val
382,52.7554065744,Female,1,img_382.bmp,train
383,39.5285467128,Female,1,img_383.bmp,train
384,28.693877551,Male,1,img_384.bmp,train
385,22.8488284203,Male,1,img_385.bmp,val
386,39.3267746914,Male,1,img_386.bmp,val
387,33.2243441358,Male,1,img_387.bmp,test
388,29.598351526,Male,1,img_388.bmp,train
389,25.9964357318,Male,1,img_389.bmp,train
390,45.8360339506,Male,1,img_390.bmp,train
391,33.7667824074,Male,1,img_391.bmp,train
392,30.6634527089,Female,1,img_392.bmp,train
393,26.6287878788,Female,1,img_393.bmp,train
394,37.9258494031,Female,1,img_394.bmp,train
395,30.6634527089,Female,1,img_395.bmp,train
396,34.4531075963,Male,1,img_396.bmp,train
397,26.6228558699,Male,1,img_397.bmp,train
398,39.5759054232,Male,1,img_398.bmp,test
399,33.6395196097,Male,1,img_399.bmp,train
400,43.8494096681,Female,1,img_400.bmp,val
401,39.9342838049,Female,1,img_401.bmp,train
402,38.0193877551,Male,1,img_402.bmp,train
403,25.8244897959,Male,1,img_403.bmp,test
404,30.0354003906,Female,1,img_404.bmp,train
405,24.8864746094,Female,1,img_405.bmp,train
406,28.7933207309,Male,1,img_406.bmp,train
407,22.8869985297,Male,1,img_407.bmp,train
408,44.6976643599,Male,1,img_408.bmp,train
409,25.8455882353,Male,1,img_409.bmp,test
410,40.1644736842,Male,1,img_410.bmp,test
411,36.3914473684,Male,1,img_411.bmp,test
412,24.6891259105,Female,1,img_412.bmp,train
413,21.0314776275,Female,1,img_413.bmp,test
414,55.9079973268,Female,1,img_414.bmp,train
415,32.4172421475,Female,1,img_415.bmp,val
416,44.3320408163,Male,1,img_416.bmp,train
417,36.4412244898,Male,1,img_417.bmp,train
418,47.1381153932,Female,1,img_418.bmp,train
419,40.873914012,Female,1,img_419.bmp,train
420,28.5885736957,Male,1,img_420.bmp,train
421,24.4048799841,Male,1,img_421.bmp,train
422,37.9304199219,Female,1,img_422.bmp,test
423,19.9091796875,Female,1,img_423.bmp,train
424,38.0953947368,Male,1,img_424.bmp,train
425,27.9934210526,Male,1,img_425.bmp,train
426,28.9519526627,Male,1,img_426.bmp,test
427,25.7905325444,Male,1,img_427.bmp,train
428,33.961352657,Male,1,img_428.bmp,train
429,26.5784499055,Male,1,img_429.bmp,val
430,29.2611862643,Female,1,img_430.bmp,train
431,25.237773153,Female,1,img_431.bmp,train
432,44.7040863177,Female,1,img_432.bmp,train
433,37.6030762167,Female,1,img_433.bmp,train
434,61.7023533951,Male,1,img_434.bmp,train
435,35.665316358,Male,1,img_435.bmp,test
438,31.0011259148,Male,1,img_438.bmp,train
439,27.835053481,Male,1,img_439.bmp,train
440,54.8714416896,Female,1,img_440.bmp,val
441,32.277318641,Female,1,img_441.bmp,train
442,35.9892102847,Female,1,img_442.bmp,test
443,20.9802571166,Female,1,img_443.bmp,train
444,50.1708477509,Female,1,img_444.bmp,train
445,25.8455882353,Female,1,img_445.bmp,train
446,35.2960526316,Male,1,img_446.bmp,test
447,25.5592105263,Male,1,img_447.bmp,train
448,33.7153061224,Male,1,img_448.bmp,train
449,30.8459183673,Male,1,img_449.bmp,train
450,32.2309688581,Male,1,img_450.bmp,train
451,24.7813581315,Male,1,img_451.bmp,test
452,36.4878892734,Female,1,img_452.bmp,test
453,30.4065743945,Female,1,img_453.bmp,val
454,30.6634527089,Male,1,img_454.bmp,test
455,24.2079889807,Male,1,img_455.bmp,train
456,29.0495867769,Female,1,img_456.bmp,test
457,28.2426538108,Female,1,img_457.bmp,train
458,32.277318641,Female,1,img_458.bmp,train
459,25.1763085399,Female,1,img_459.bmp,train
460,38.4899821464,Male,1,img_460.bmp,test
461,35.2824836342,Male,1,img_461.bmp,val
462,27.4058810425,Female,1,img_462.bmp,train
463,25.3700155937,Female,1,img_463.bmp,train
464,26.9552662722,Female,1,img_464.bmp,test
465,23.6274556213,Female,1,img_465.bmp,train
466,36.2586788336,Male,1,img_466.bmp,train
467,22.3130331283,Male,1,img_467.bmp,train
468,37.2926311728,Male,1,img_468.bmp,train
469,25.0877700617,Male,1,img_469.bmp,train
470,40.4116512346,Male,1,img_470.bmp,test
471,26.5794753086,Male,1,img_471.bmp,train
472,42.4924444444,Male,1,img_472.bmp,test
473,29.9946666667,Male,1,img_473.bmp,test
474,38.3063265306,Male,1,img_474.bmp,train
475,34.1457142857,Male,1,img_475.bmp,train
476,25.4924945185,Male,1,img_476.bmp,test
477,23.1210996795,Male,1,img_477.bmp,train
478,33.3599537037,Male,1,img_478.bmp,train
479,27.2575231481,Male,1,img_479.bmp,train
480,35.9797659195,Male,1,img_480.bmp,train
481,26.775639754,Male,1,img_481.bmp,train
482,51.6911764706,Male,1,img_482.bmp,val
483,33.4472318339,Male,1,img_483.bmp,train
484,32.4933544932,Male,1,img_484.bmp,train
485,21.476294386,Male,1,img_485.bmp,train
486,37.7855415211,Female,1,img_486.bmp,train
487,24.5606019887,Female,1,img_487.bmp,train
488,29.6747919144,Female,1,img_488.bmp,train
489,22.7785374554,Female,1,img_489.bmp,train
490,36.7434666667,Male,1,img_490.bmp,train
491,26.2453333333,Male,1,img_491.bmp,train
492,34.4043268221,Male,1,img_492.bmp,test
493,28.940978786,Male,1,img_493.bmp,train
494,38.9473684211,Male,1,img_494.bmp,train
495,27.9934210526,Male,1,img_495.bmp,train
496,33.7153061224,Male,1,img_496.bmp,test
497,29.9851020408,Male,1,img_497.bmp,train
498,50.9891975309,Male,1,img_498.bmp,train
499,37.2926311728,Male,1,img_499.bmp,test
500,28.0550304558,Male,1,img_500.bmp,train
501,23.6252888049,Male,1,img_501.bmp,train
502,38.0716127752,Male,1,img_502.bmp,test
503,26.4967268399,Male,1,img_503.bmp,train
504,44.089532872,Male,1,img_504.bmp,test
505,31.1667387543,Male,1,img_505.bmp,test
506,44.0731095679,Male,1,img_506.bmp,train
507,27.7999614198,Male,1,img_507.bmp,train
508,38.8380485632,Female,1,img_508.bmp,test
509,24.4303853865,Female,1,img_509.bmp,train
510,29.5316110061,Male,1,img_510.bmp,test
511,25.8401596303,Male,1,img_511.bmp,train
512,32.1394675926,Male,1,img_512.bmp,train
513,23.7316743827,Male,1,img_513.bmp,test
514,24.36357908,Male,1,img_514.bmp,train
515,22.8869985297,Male,1,img_515.bmp,train
516,29.950295858,Male,1,img_516.bmp,train
517,21.6307692308,Male,1,img_517.bmp,test
518,37.5852082869,Male,1,img_518.bmp,train
519,25.0568055246,Male,1,img_519.bmp,train
520,34.4531075963,Male,1,img_520.bmp,train
521,24.4303853865,Male,1,img_521.bmp,train
522,39.8326124567,Male,1,img_522.bmp,train
523,31.6228373702,Male,1,img_523.bmp,train
524,35.8673469388,Male,1,img_524.bmp,train
525,24.3897959184,Male,1,img_525.bmp,train
526,32.979921186,Male,1,img_526.bmp,train
527,26.3839369488,Male,1,img_527.bmp,train
528,32.9448223734,Female,1,img_528.bmp,train
529,27.6311413454,Female,1,img_529.bmp,test
532,38.4899821464,Male,1,img_532.bmp,train
533,34.1668319778,Male,1,img_533.bmp,val
534,36.7723076923,Female,1,img_534.bmp,train
535,30.1166863905,Female,1,img_535.bmp,train
536,44.7040863177,Female,1,img_536.bmp,train
537,36.4733700643,Female,1,img_537.bmp,val
538,42.9525887721,Female,1,img_538.bmp,train
539,39.6056338028,Female,1,img_539.bmp,train
540,39.4540816327,Male,1,img_540.bmp,train
541,25.8244897959,Male,1,img_541.bmp,test
542,30.1689189189,Male,1,img_542.bmp,test
543,24.3918918919,Male,1,img_543.bmp,test
544,57.387755102,Male,1,img_544.bmp,test
545,53.0836734694,Male,1,img_545.bmp,train
546,38.3682334596,Male,1,img_546.bmp,train
547,27.4058810425,Male,1,img_547.bmp,train
548,31.2814201183,Female,1,img_548.bmp,train
549,22.1299408284,Female,1,img_549.bmp,test
550,39.7972972973,Male,1,img_550.bmp,test
551,35.9459459459,Male,1,img_551.bmp,test
552,37.2348740329,Male,1,img_552.bmp,train
553,29.285855981,Male,1,img_553.bmp,train
554,51.5810650888,Female,1,img_554.bmp,train
555,31.6142011834,Female,1,img_555.bmp,train
556,37.4933333333,Male,1,img_556.bmp,val
557,28.7448888889,Male,1,img_557.bmp,train
558,24.6200554296,Female,1,img_558.bmp,train
559,22.1403376165,Female,1,img_559.bmp,train
560,40.3466483012,Female,1,img_560.bmp,train
561,33.891184573,Female,1,img_561.bmp,test
562,34.6948770876,Male,1,img_562.bmp,train
563,27.0435353725,Male,1,img_563.bmp,train
564,32.8618421053,Male,1,img_564.bmp,train
565,30.3059210526,Male,1,img_565.bmp,train
566,34.9675605536,Female,1,img_566.bmp,val
567,25.0854238754,Female,1,img_567.bmp,train
568,24.6767346939,Male,1,img_568.bmp,train
569,20.8030612245,Male,1,img_569.bmp,train
570,32.7676996725,Female,1,img_570.bmp,train
571,28.3396321492,Female,1,img_571.bmp,test
572,28.1889062152,Male,1,img_572.bmp,train
573,27.5624860771,Male,1,img_573.bmp,train
574,30.2680555556,Female,1,img_574.bmp,val
575,20.8947222222,Female,1,img_575.bmp,test
576,29.7549565605,Female,1,img_576.bmp,train
577,22.7077300067,Female,1,img_577.bmp,train
578,29.2851414569,Male,1,img_578.bmp,test
580,41.8090397924,Female,1,img_580.bmp,train
581,31.7748702422,Female,1,img_581.bmp,test
582,41.5547006943,Male,1,img_582.bmp,test
583,34.2991180334,Male,1,img_583.bmp,train
584,25.6827916352,Female,1,img_584.bmp,train
585,22.1403376165,Female,1,img_585.bmp,train
586,29.7549565605,Male,1,img_586.bmp,train
587,25.0568055246,Male,1,img_587.bmp,test
588,30.1792929293,Female,1,img_588.bmp,train
589,25.983241506,Female,1,img_589.bmp,train
590,35.3687111111,Male,1,img_590.bmp,train
591,24.1207111111,Male,1,img_591.bmp,val
592,36.8445945946,Male,1,img_592.bmp,train
593,33.6351351351,Male,1,img_593.bmp,test
594,42.214299118,Male,1,img_594.bmp,test
595,26.1200975793,Male,1,img_595.bmp,train
596,38.4899821464,Male,1,img_596.bmp,train
597,32.2144415791,Male,1,img_597.bmp,train
598,32.4847721067,Male,1,img_598.bmp,train
599,27.3167401806,Male,1,img_599.bmp,val
600,35.1843261719,Female,1,img_600.bmp,val
